   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, selection_cmp, selection_swaps, selection_time, heap_cmp, heap_swaps, heap_time
  92,           131,              41,             12,      3011,         154,         15,          4186,              27,             11,     2217,        574,        21
  93,           132,              41,             10,      3103,         156,          9,          4278,              27,             10,     2242,        579,        21
  94,           133,              41,             11,      3196,         158,          9,          4371,              27,             11,     2277,        589,        20
  95,           134,              41,             12,      3290,         160,         10,          4465,              27,             11,     2313,        599,        19
  96,           135,              41,             42,      3385,         162,         11,          4560,              27,             11,     2327,        600,        19
  97,           139,              44,             11,      3205,         162,          9,          4656,              30,             11,     2353,        608,        18
  98,           144,              48,             10,      3208,         163,          9,          4753,              30,             11,     2383,        615,        18
  99,           145,              48,             12,      3306,         165,         10,          4851,              30,             18,     2433,        630,        42
 100,           146,              48,              6,      3405,         167,          6,          4950,              30,              7,     2456,        635,        13
 101,           147,              48,             11,      3505,         169,          7,          5050,              30,             12,     2481,        639,        17
 102,           148,              48,              9,      3606,         171,          5,          5151,              30,              7,     2526,        653,        13
 103,           149,              48,              6,      3708,         173,          5,          5253,              30,              7,     2547,        658,        10
 104,           150,              48,              7,      3811,         175,          5,          5356,              30,              7,     2589,        671,        10
 105,           151,              48,              6,      3915,         177,          6,          5460,              30,              7,     2609,        674,        10
 106,           152,              48,              8,      4020,         179,          5,          5565,              30,              7,     2644,        685,        10
 107,           154,              49,              6,      4022,         179,          5,          5671,              31,              8,     2674,        692,        10
 108,           156,              50,             10,      4130,         182,          5,          5778,              32,              9,     2704,        700,        11
 109,           160,              53,              7,      4027,         183,          5,          5886,              31,              8,     2732,        707,        10
 110,           163,              55,             12,      4240,         186,          5,          5995,              33,              8,     2762,        715,        11
 111,           164,              55,              7,      4350,         188,          6,          6105,              33,              8,     2792,        723,        11
 112,           165,              55,              7,      4461,         190,          5,          6216,              33,              8,     2825,        732,        12
 113,           167,              56,              8,      4463,         190,          5,          6328,              34,              8,     2847,        735,        11
 114,           169,              57,              7,      4465,         192,          5,          6441,              35,              8,     2877,        743,        11
 115,           173,              60,              7,      4468,         194,          5,          6555,              34,              8,     2912,        754,        11
 116,           174,              60,              9,      4583,         196,         10,          6670,              34,              8,     2937,        758,        11
 117,           175,              60,              7,      4699,         198,          5,          6786,              34,              8,     2970,        768,        11
 118,           176,              60,              7,      4816,         200,          6,          6903,              34,             12,     2996,        774,        25
 119,           179,              62,             18,      4704,         200,         12,          7021,              36,             16,     3034,        786,        23
 120,           180,              62,             16,      4823,         202,         11,          7140,              36,             15,     3054,        789,        22
 121,           181,              62,             13,      4943,         204,         11,          7260,              36,             15,     3091,        800,        24
 122,           182,              62,             14,      5064,         206,         13,          7381,              36,             16,     3118,        805,        22
 123,           183,              62,             20,      5186,         208,         13,          7503,              36,             17,     3142,        811,        22
 124,           184,              62,             14,      5309,         210,         21,          7626,              36,             17,     3172,        820,        23
 125,           185,              62,             12,      5433,         212,         13,          7750,              36,             17,     3202,        828,        24
 126,           186,              62,             14,      5558,         214,         14,          7875,              36,             17,     3230,        835,        23
 127,           187,              62,             12,      5684,         216,         13,          8001,              36,             17,     3260,        841,        22
 128,           188,              62,             14,      5811,         218,         12,          8128,              36,             17,     3289,        850,        22
 129,           191,              64,             13,      5689,         218,         13,          8256,              38,             18,     3320,        858,        25
 130,           192,              64,             14,      5818,         220,         13,          8385,              38,             18,     3364,        871,        24
 131,           193,              64,             13,      5948,         222,         13,          8515,              38,             18,     3397,        877,        24
 132,           194,              64,             13,      6079,         224,         13,          8646,              38,             17,     3430,        885,        23
 133,           196,              65,             15,      6081,         224,         13,          8778,              39,             18,     3465,        896,        23
 134,           197,              65,             21,      6214,         226,         13,          8911,              39,             19,     3499,        905,        25
 135,           198,              65,             14,      6348,         228,         13,          9045,              39,             17,     3528,        911,        23
 136,           199,              65,             20,      6483,         230,         14,          9180,              39,             17,     3577,        926,        23
 137,           200,              65,             13,      6619,         232,         15,          9316,              39,             19,     3597,        929,        27
 138,           201,              65,             15,      6756,         234,         14,          9453,              39,             15,     3649,        944,        25
 139,           202,              65,             12,      6894,         236,         14,          9591,              39,             21,     3683,        953,        25
 140,           203,              65,             16,      7033,         238,         15,          9730,              39,             21,     3711,        960,        25
 141,           204,              65,             13,      7173,         240,         14,          9870,              39,             19,     3735,        964,        25
 142,           205,              65,             14,      7314,         242,         15,         10011,              39,             21,     3774,        975,        25
 143,           208,              67,             16,      7178,         242,         14,         10153,              41,             21,     3805,        983,        26
 144,           209,              67,             14,      7321,         244,         16,         10296,              41,             23,     3836,        990,        29
 145,           210,              67,             16,      7465,         246,         18,         10440,              41,             23,     3880,       1003,        27
 146,           212,              68,             15,      7467,         246,         16,         10585,              42,             22,     3918,       1014,        34
 147,           213,              68,             15,      7613,         248,         15,         10731,              42,             22,     3946,       1019,        27
 148,           214,              68,             17,      7760,         250,         15,         10878,              42,             21,     3976,       1027,        27
 149,           215,              68,             15,      7908,         252,         17,         11026,              42,             23,     4001,       1033,        28
 150,           217,              69,             16,      7910,         252,         15,         11175,              43,             22,     4047,       1046,        72
 151,           219,              70,             28,      8061,         255,         10,         11325,              44,             14,     4082,       1054,        33
 152,           220,              70,             15,      8212,         257,         17,         11476,              44,             23,     4127,       1068,        28
 153,           221,              70,             16,      8364,         259,         18,         11628,              44,             24,     4144,       1069,        28
 154,           222,              70,             17,      8517,         261,         17,         11781,              44,             24,     4191,       1083,        28
 155,           223,              70,             15,      8671,         263,         17,         11935,              44,             28,     4212,       1087,        26
 156,           224,              70,             15,      8826,         265,         16,         12090,              44,             21,     4250,       1096,        30
 157,           225,              70,             16,      8982,         267,         15,         12246,              44,             23,     4289,       1107,        34
 158,           226,              70,             16,      9139,         269,         18,         12403,              44,             24,     4332,       1121,        31
 159,           228,              71,             17,      9141,         269,         18,         12561,              45,             25,     4345,       1121,        29
 160,           229,              71,             17,      9300,         271,         16,         12720,              45,             20,     4381,       1129,        29
 161,           230,              71,             14,      9460,         273,         21,         12880,              45,             20,     4423,       1141,        33
 162,           232,              72,             13,      9462,         273,         16,         13041,              46,             26,     4449,       1146,        32
 163,           233,              72,             17,      9624,         275,         20,         13203,              46,             27,     4489,       1159,        31
 164,           234,              72,             15,      9787,         277,         18,         13366,              46,             28,     4535,       1172,        34
 165,           236,              73,             15,      9789,         277,         22,         13530,              47,             27,     4561,       1178,        32
 166,           239,              75,             16,      9791,         279,         19,         13695,              47,             29,     4592,       1186,        30
 167,           243,              78,             16,      9795,         281,         30,         13861,              48,             32,     4619,       1192,        34
 168,           248,              82,             14,      9799,         283,         11,         14028,              48,             17,     4656,       1202,        19
 169,           249,              82,             10,      9967,         285,         12,         14196,              48,             17,     4687,       1208,        19
 170,           250,              82,             10,     10136,         287,         11,         14365,              48,             17,     4723,       1218,        20
 171,           251,              82,             10,     10306,         289,         10,         14535,              48,             17,     4758,       1228,        22
 172,           252,              82,             20,     10477,         291,         22,         14706,              48,             29,     4793,       1237,        32
 173,           253,              82,             18,     10649,         293,         19,         14878,              48,             30,     4815,       1239,        32
 174,           254,              82,             16,     10822,         295,         33,         15051,              48,             29,     4859,       1253,        33
 175,           256,              83,             16,     10824,         295,         30,         15225,              49,             29,     4892,       1262,        33
 176,           257,              83,             18,     10999,         297,         23,         15400,              49,             28,     4922,       1268,        29
 177,           258,              83,             12,     11175,         299,         20,         15576,              49,             34,     4954,       1278,        43
 178,           260,              84,             15,     11177,         299,         25,         15753,              50,             28,     4982,       1283,        32
 179,           261,              84,             17,     11355,         301,         22,         15931,              50,             25,     5026,       1297,        34
 180,           262,              84,             34,     11534,         303,         22,         16110,              50,             32,     5069,       1309,        32
 181,           263,              84,             16,     11714,         305,         18,         16290,              50,             30,     5089,       1311,        32
 182,           264,              84,             15,     11895,         307,         21,         16471,              50,             30,     5118,       1318,        35
 183,           265,              84,             19,     12077,         309,         20,         16653,              50,             30,     5149,       1326,        34
 184,           267,              85,             17,     12079,         309,         28,         16836,              51,             33,     5185,       1335,        33
 185,           269,              86,             16,     12264,         312,         20,         17020,              52,             33,     5227,       1347,        35
 186,           272,              88,             17,     12266,         314,         23,         17205,              52,             34,     5258,       1355,        34
 187,           274,              89,             29,     12452,         314,         32,         17391,              53,             40,     5290,       1361,        33
 188,           275,              89,             16,     12639,         316,         21,         17578,              53,             31,     5333,       1375,        36
 189,           276,              89,             14,     12827,         318,         19,         17766,              53,             28,     5364,       1382,        32
 190,           277,              89,             15,     13016,         320,         22,         17955,              53,             30,     5406,       1393,        31
 191,           279,              90,             20,     13018,         320,         35,         18145,              54,             30,     5431,       1399,        33
 192,           282,              92,             26,     13020,         322,         24,         18336,              54,             37,     5458,       1405,        74
 193,           286,              95,              6,     13024,         324,         24,         18528,              55,             37,     5493,       1414,        37
 194,           291,              99,              5,     13028,         326,         21,         18721,              55,             30,     5531,       1424,        36
 195,           292,              99,              6,     13222,         328,         24,         18915,              55,             38,     5561,       1431,        45
 196,           293,              99,              5,     13417,         330,         25,         19110,              55,             81,     5593,       1440,        61
 197,           294,              99,              5,     13613,         332,         30,         19306,              55,             42,     5623,       1446,        31
 198,           295,              99,              7,     13810,         334,         29,         19503,              55,             40,     5660,       1457,        28
 199,           296,              99,              4,     14008,         336,         18,         19701,              55,             37,     5695,       1465,        28
 200,           297,              99,              7,     14207,         338,         30,         19900,              55,             45,     5728,       1473,        32
 201,           298,              99,              7,     14407,         340,         29,         20100,              55,             46,     5745,       1477,        33
 202,           300,             100,              7,     14409,         340,         34,         20301,              56,             47,     5787,       1488,        31
 203,           301,             100,              8,     14611,         342,         31,         20503,              56,             45,     5823,       1497,        29
 204,           302,             100,              7,     14814,         344,         30,         20706,              56,             44,     5866,       1510,        31
 205,           303,             100,              7,     15018,         346,         31,         20910,              56,             46,     5892,       1515,        30
 206,           305,             101,              7,     15020,         346,         31,         21115,              57,             44,     5938,       1529,        30
 207,           306,             101,              7,     15226,         348,         29,         21321,              57,             44,     5967,       1535,        29
 208,           309,             103,              7,     15230,         351,         29,         21528,              59,             42,     6015,       1550,        29
 209,           310,             103,              6,     15438,         353,         33,         21736,              59,             39,     6042,       1555,        27
 210,           311,             103,              6,     15647,         355,         25,         21945,              59,             43,     6078,       1565,        30
 211,           312,             103,              7,     15857,         357,         30,         22155,              59,             46,     6106,       1571,        29
 212,           313,             103,              6,     16068,         359,         30,         22366,              59,             51,     6140,       1580,        30
 213,           314,             103,              7,     16280,         361,         30,         22578,              59,             46,     6165,       1585,        30
 214,           315,             103,              6,     16493,         363,         32,         22791,              59,             46,     6208,       1598,        29
 215,           316,             103,              6,     16707,         365,         30,         23005,              59,             45,     6245,       1607,        28
 216,           317,             103,              7,     16922,         367,         30,         23220,              59,             45,     6267,       1612,        29
 217,           318,             103,              6,     17138,         369,         34,         23436,              59,             48,     6302,       1622,        30
 218,           320,             104,              9,     17140,         369,         30,         23653,              60,             46,     6333,       1628,        29
 219,           321,             104,              7,     17358,         371,         31,         23871,              60,             50,     6382,       1643,        30
 220,           322,             104,              7,     17577,         373,         33,         24090,              60,             50,     6420,       1653,        31
 221,           323,             104,              7,     17797,         375,         30,         24310,              60,             51,     6448,       1659,        32
 222,           326,             106,              7,     17582,         375,         32,         24531,              62,             50,     6481,       1668,        31
 223,           327,             106,              7,     17804,         377,         34,         24753,              62,             48,     6519,       1678,        34
 224,           328,             106,              6,     18027,         379,         26,         24976,              62,             49,     6550,       1686,        34
 225,           330,             107,              7,     18029,         379,         30,         25200,              63,             51,     6580,       1694,        31
 226,           331,             107,              7,     18254,         381,         37,         25425,              63,            183,     6619,       1703,        45
 227,           332,             107,              7,     18480,         383,         32,         25651,              63,             49,     6658,       1714,        30
 228,           333,             107,              7,     18707,         385,         30,         25878,              63,             49,     6688,       1721,        30
 229,           334,             107,              7,     18935,         387,         33,         26106,              63,             56,     6727,       1731,        32
 230,           336,             108,              7,     18937,         387,         33,         26335,              64,             54,     6759,       1740,        34
 231,           339,             110,              7,     18939,         389,         50,         26565,              64,             53,     6788,       1746,        32
 232,           342,             112,              8,     18943,         391,         33,         26796,              66,            319,     6816,       1752,        32
 233,           343,             112,              7,     19175,         393,         33,         27028,              66,             55,     6857,       1764,        35
 234,           344,             112,              7,     19408,         395,         36,         27261,              66,             59,     6887,       1771,        21
 235,           345,             112,              6,     19642,         397,         26,         27495,              66,             46,     6926,       1782,        32
 236,           346,             112,              6,     19877,         399,         22,         27730,              66,             32,     6962,       1792,        21
 237,           347,             112,              4,     20113,         401,         19,         27966,              66,             32,     6979,       1793,        21
 238,           349,             113,              4,     20115,         401,         19,         28203,              67,             34,     7034,       1811,        21
 239,           350,             113,              4,     20353,         403,         21,         28441,              67,             32,     7064,       1818,        20
 240,           351,             113,              6,     20592,         405,         30,         28680,              67,             44,     7089,       1822,        28
 241,           353,             114,              7,     20594,         405,         30,         28920,              68,             45,     7112,       1826,        32
 242,           356,             116,              8,     20596,         407,         37,         29161,              68,             46,     7149,       1836,        35
 243,           357,             116,             10,     20838,         409,         35,         29403,              68,             48,     7203,       1855,        31
 244,           358,             116,              7,     21081,         411,         29,         29646,              68,             49,     7238,       1864,        29
 245,           359,             116,              4,     21325,         413,         21,         29890,              68,             35,     7279,       1874,        22
 246,           361,             117,              4,     21327,         413,         20,         30135,              69,             35,     7297,       1877,        21
 247,           363,             118,              4,     21574,         416,         23,         30381,              70,             35,     7326,       1884,        21
 248,           365,             119,              4,     21576,         418,         20,         30628,              71,             35,     7365,       1896,        22
 249,           366,             119,              4,     21824,         420,         21,         30876,              71,             35,     7395,       1902,        21
 250,           367,             119,              4,     22073,         422,         20,         31125,              71,             36,     7438,       1915,        21
 251,           369,             120,              4,     22075,         422,         20,         31375,              72,             36,     7456,       1918,        21
 252,           370,             120,              4,     22326,         424,         21,         31626,              72,             36,     7484,       1922,        30
 253,           371,             120,              6,     22578,         426,         21,         31878,              72,             40,     7510,       1928,        31
 254,           373,             121,              7,     22580,         426,         82,         32131,              73,             58,     7547,       1939,        51
 255,           375,             122,              8,     22835,         429,         36,         32385,              74,             79,     7584,       1950,        37
 256,           376,             122,              7,     23090,         431,         40,         32640,              74,             65,     7634,       1964,        36
 257,           377,             122,              8,     23346,         433,         39,         32896,              74,             66,     7669,       1972,        36
 258,           379,             123,              8,     23348,         433,         42,         33153,              75,             62,     7707,       1982,        37
 259,           380,             123,              8,     23606,         435,         40,         33411,              75,             66,     7727,       1987,        37
 260,           381,             123,              8,     23865,         437,         39,         33670,              75,             69,     7774,       1998,        35
 261,           382,             123,              8,     24125,         439,         48,         33930,              75,             67,     7811,       2009,        36
 262,           383,             123,              8,     24386,         441,         44,         34191,              75,             66,     7845,       2016,        37
 263,           384,             123,              8,     24648,         443,         39,         34453,              75,             67,     7888,       2028,        36
 264,           385,             123,              8,     24911,         445,         43,         34716,              75,             89,     7924,       2039,        35
 265,           386,             123,              8,     25175,         447,         24,         34980,              75,             40,     7969,       2051,        26
 266,           387,             123,              5,     25440,         449,         24,         35245,              75,             40,     7995,       2054,        25
 267,           388,             123,              5,     25706,         451,         23,         35511,              75,             40,     8040,       2067,        23
 268,           389,             123,              4,     25973,         453,         23,         35778,              75,             42,     8079,       2079,        24
 269,           390,             123,              5,     26241,         455,         24,         36046,              75,             40,     8111,       2086,        23
 270,           391,             123,              4,     26510,         457,         23,         36315,              75,             40,     8157,       2098,        23
 271,           393,             124,              4,     26512,         457,         24,         36585,              76,             41,     8193,       2105,        23
 272,           396,             126,              5,     26514,         459,         23,         36856,              76,             41,     8228,       2114,        23
 273,           398,             127,              5,     27055,         462,         25,         37128,              77,             41,     8266,       2123,        23
 274,           399,             127,              5,     27328,         464,         24,         37401,              77,             46,     8305,       2136,        24
 275,           400,             127,              5,     27602,         466,         25,         37675,              77,             42,     8330,       2141,        24
 276,           402,             128,              5,     27604,         466,         24,         37950,              78,             43,     8382,       2155,        24
 277,           405,             130,              5,     27606,         468,         24,         38226,              78,             42,     8414,       2163,        24
 278,           406,             130,              5,     27883,         470,         25,         38503,              78,             43,     8452,       2173,        24
 279,           407,             130,              7,     28161,         472,         27,         38781,              78,             47,     8486,       2179,        24
 280,           408,             130,              5,     28440,         474,         26,         39060,              78,             44,     8529,       2192,        24
 281,           410,             131,              8,     28442,         474,         34,         39340,              79,             62,     8571,       2203,        26
 282,           411,             131,              5,     28723,         476,         26,         39621,              79,             44,     8602,       2209,        42
 283,           413,             132,              5,     28725,         476,         25,         39903,              80,             44,     8655,       2224,        25
 284,           414,             132,              5,     29008,         478,         27,         40186,              80,             45,     8681,       2230,        24
 285,           415,             132,              7,     29292,         480,         25,         40470,              80,             45,     8722,       2241,        24
 286,           417,             133,              5,     29294,         480,         25,         40755,              81,             45,     8751,       2248,        25
 287,           419,             134,              5,     29581,         483,         26,         41041,              82,             45,     8788,       2257,        25
 288,           422,             136,              5,     29583,         485,         26,         41328,              82,             46,     8840,       2271,        25
 289,           426,             139,             10,     29587,         487,         68,         41616,              83,             85,     8872,       2279,        45
 290,           427,             139,              9,     29876,         489,         51,         41905,              83,             88,     8914,       2291,        44
 291,           428,             139,              9,     30166,         491,        112,         42195,              83,             80,     8960,       2304,        34
 292,           429,             139,              8,     30457,         493,         45,         42486,              83,             80,     9001,       2314,        40
 293,           430,             139,              8,     30749,         495,         47,         42778,              83,             96,     9030,       2319,        40
 294,           431,             139,             62,     31042,         497,         50,         43071,              83,             60,     9057,       2325,        37
 295,           432,             139,              7,     31336,         499,         46,         43365,              83,             80,     9096,       2336,       102
 296,           435,             141,              9,     31047,         499,         48,         43660,              85,             81,     9135,       2346,       185
 297,           436,             141,              6,     31343,         501,         39,         43956,              85,             59,     9192,       2363,        37
 298,           437,             141,              8,     31640,         503,         36,         44253,              85,             56,     9218,       2368,        32
 299,           438,             141,              6,     31938,         505,         40,         44551,              85,             59,     9257,       2378,        32
 300,           439,             141,              6,     32237,         507,         39,         44850,              85,             58,     9296,       2387,        42
 301,           440,             141,              5,     32537,         509,         46,         45150,              85,             52,     9328,       2394,        28
 302,           441,             141,              5,     32838,         511,         32,         45451,              85,             51,     9364,       2403,        28
 303,           443,             142,              5,     32840,         511,         32,         45753,              86,             58,     9399,       2413,        28
 304,           446,             144,              7,     32842,         513,         31,         46056,              86,             52,     9446,       2426,        38
 305,           450,             147,              5,     32846,         515,         36,         46360,              87,             52,     9479,       2434,        28
 306,           451,             147,              5,     33151,         517,         33,         46665,              87,             53,     9529,       2448,        28
 307,           452,             147,              5,     33457,         519,         32,         46971,              87,             53,     9549,       2452,        28
 308,           454,             148,              5,     33459,         519,         32,         47278,              88,             53,     9577,       2457,        28
 309,           455,             148,              5,     33767,         521,         33,         47586,              88,             54,     9636,       2475,        28
 310,           456,             148,              5,     34076,         523,         32,         47895,              88,             55,     9677,       2485,        28
 311,           457,             148,              5,     34386,         525,         33,         48205,              88,             54,     9726,       2500,        28
 312,           458,             148,              5,     34697,         527,         32,         48516,              88,             55,     9754,       2504,        30
 313,           460,             149,              5,     34699,         527,         32,         48828,              89,             55,     9790,       2514,        29
 314,           462,             150,              6,     35013,         530,         38,         49141,              90,             55,     9832,       2526,        29
 315,           463,             150,              6,     35327,         532,         33,         49455,              90,             56,     9862,       2532,        29
 316,           464,             150,              5,     35642,         534,         33,         49770,              90,             56,     9908,       2545,        29
 317,           465,             150,              6,     35958,         536,         33,         50086,              90,             57,     9952,       2557,        29
 318,           467,             151,              6,     35960,         536,         33,         50403,              91,             56,     9981,       2564,        29
 319,           470,             153,              7,     35962,         538,        135,         50721,              91,             58,    10012,       2570,        29
 320,           474,             156,              6,     35966,         540,         34,         51040,              92,             58,    10053,       2580,        30
 321,           475,             156,              6,     36286,         542,         35,         51360,              92,             58,    10082,       2586,        31
 322,           476,             156,              7,     36607,         544,         34,         51681,              92,             65,    10122,       2598,        32
 323,           477,             156,              6,     36929,         546,         35,         52003,              92,             59,    10168,       2609,        30
 324,           478,             156,              6,     37252,         548,         46,         52326,              92,            109,    10219,       2625,        31
 325,           480,             157,              6,     37254,         548,         35,         52650,              93,             59,    10248,       2633,        30
 326,           481,             157,              6,     37579,         550,         42,         52975,              93,             83,    10287,       2642,        31
 327,           482,             157,              6,     37905,         552,         36,         53301,              93,             61,    10324,       2651,        31
