    n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, selection_cmp, selection_swaps, selection_time, heap_cmp, heap_swaps, heap_time
  197,           281,              87,              6,     14240,         329,         34,         19306,              56,             52,     5635,       1452,        24
  198,           282,              87,              5,     14437,         331,         26,         19503,              56,             48,     5676,       1464,        24
  199,           283,              87,            364,     14635,         333,         28,         19701,              56,             88,     5714,       1474,        44
  200,           284,              87,              6,     14834,         335,         36,         19900,              56,             55,     5741,       1478,        30
  201,           285,              87,              6,     15034,         337,         36,         20100,              56,             58,     5776,       1488,        27
  202,           286,              87,              6,     15235,         339,         37,         20301,              56,             54,     5813,       1498,        26
  203,           287,              87,              6,     15437,         341,         42,         20503,              56,             56,     5841,       1504,        27
  204,           288,              87,              6,     15640,         343,         37,         20706,              56,             56,     5877,       1514,        27
  205,           290,              88,              6,     15642,         343,         38,         20910,              57,             56,     5907,       1521,        27
  206,           293,              90,              6,     15644,         345,         37,         21115,              57,             56,     5939,       1529,        27
  207,           294,              90,              7,     15850,         347,         48,         21321,              57,             67,     5977,       1539,        27
  208,           295,              90,              6,     16057,         349,         39,         21528,              57,             58,     6010,       1549,        28
  209,           297,              91,              6,     16059,         349,         43,         21736,              58,             74,     6040,       1556,        30
  210,           300,              93,              7,     16061,         351,         39,         21945,              58,             57,     6081,       1568,        29
  211,           303,              95,              6,     16272,         354,        107,         22155,              60,             58,     6114,       1576,       145
  212,           306,              97,              7,     16277,         355,         41,         22366,              60,             57,     6147,       1584,        30
  213,           307,              97,              7,     16489,         357,         43,         22578,              60,             61,     6182,       1593,        29
  214,           308,              97,              6,     16702,         359,         41,         22791,              60,             59,     6224,       1603,        30
  215,           309,              97,             49,     16916,         361,         35,         23005,              60,             77,     6249,       1609,        29
  216,           310,              97,              7,     17131,         363,         41,         23220,              60,             60,     6291,       1621,        29
  217,           311,              97,              7,     17347,         365,         43,         23436,              60,             81,     6308,       1625,        31
  218,           312,              97,             13,     17564,         367,         42,         23653,              60,             66,     6351,       1635,        32
  219,           313,              97,              7,     17782,         369,         43,         23871,              60,             62,     6382,       1643,       552
  220,           314,              97,              7,     18001,         371,         46,         24090,              60,             64,     6426,       1655,        33
  221,           315,              97,              7,     18221,         373,         43,         24310,              60,             62,     6449,       1661,        34
  222,           317,              98,              9,     18223,         373,         40,         24531,              61,             63,     6486,       1671,        31
  223,           318,              98,              7,     18445,         375,        131,         24753,              61,             64,     6522,       1679,        31
  224,           319,              98,              7,     18668,         377,         47,         24976,              61,             64,     6555,       1688,        33
  225,           320,              98,              7,     18892,         379,         46,         25200,              61,             75,     6589,       1696,        33
  226,           321,              98,              6,     19117,         381,         46,         25425,              61,             66,     6622,       1705,        35
  227,           322,              98,              7,     19343,         383,         43,         25651,              61,             66,     6662,       1715,        31
  228,           325,             100,              7,     19122,         383,         45,         25878,              63,             67,     6697,       1724,        33
  229,           330,             104,              7,     18906,         384,         44,         26106,              64,             67,     6730,       1732,        33
  230,           331,             104,              6,     19135,         386,         45,         26335,              64,             73,     6759,       1740,        34
  231,           332,             104,              8,     19365,         388,         49,         26565,              64,             75,     6793,       1748,        30
  232,           333,             104,              7,     19596,         390,         46,         26796,              64,             75,     6823,       1757,        41
  233,           334,             104,              8,     19828,         392,         47,         27028,              64,             77,     6853,       1763,        34
  234,           335,             104,              8,     20061,         394,         49,         27261,              64,             77,     6881,       1771,        34
  235,           336,             104,              8,     20295,         396,         49,         27495,              64,             71,     6922,       1780,        30
  236,           339,             106,              7,     20066,         396,         93,         27730,              66,             88,     6960,       1790,        34
  237,           341,             107,              7,     20302,         397,         47,         27966,              67,             73,     6997,       1801,        39
  238,           344,             109,              8,     20304,         399,         34,         28203,              67,             75,     7030,       1809,        34
  239,           345,             109,              7,     20542,         401,         41,         28441,              67,             74,     7064,       1819,        31
  240,           346,             109,              7,     20781,         403,         37,         28680,              67,             75,     7087,       1825,        30
  241,           347,             109,              7,     21021,         405,         38,         28920,              67,             76,     7111,       1828,        30
  242,           348,             109,              7,     21262,         407,         40,         29161,              67,             76,     7167,       1846,        36
  243,           349,             109,             10,     21504,         409,         38,         29403,              67,             76,     7199,       1854,        30
  244,           350,             109,              7,     21747,         411,         40,         29646,              67,             76,     7231,       1862,        29
  245,           351,             109,              7,     21991,         413,         40,         29890,              67,             76,     7254,       1868,        29
  246,           353,             110,              7,     21993,         413,         39,         30135,              68,             78,     7292,       1877,        29
  247,           355,             111,              7,     22240,         416,         40,         30381,              69,             79,     7327,       1886,        30
  248,           357,             112,              7,     22243,         416,         39,         30628,              70,             79,     7350,       1890,        38
  249,           360,             114,              7,     22245,         418,         36,         30876,              70,             73,     7393,       1903,        22
  250,           361,             114,              4,     22494,         420,         24,         31125,              70,             73,     7434,       1915,        22
  251,           362,             114,              4,     22744,         422,         25,         31375,              70,             74,     7459,       1919,        22
  252,           364,             115,              4,     22746,         422,         25,         31626,              71,             74,     7494,       1927,        22
  253,           365,             115,              5,     22998,         424,         25,         31878,              71,             75,     7526,       1935,        22
  254,           366,             115,              6,     23251,         426,         39,         32131,              71,             89,     7563,       1948,        37
  255,           368,             116,              9,     23253,         426,         49,         32385,              72,            125,     7593,       1953,        36
  256,           371,             118,              8,     23255,         428,         47,         32640,              72,             89,     7633,       1965,        36
  257,           374,             120,              9,     23512,         431,         50,         32896,              74,             89,     7685,       1979,        36
  258,           377,             122,              8,     23517,         432,         47,         33153,              74,             91,     7738,       1995,        36
  259,           378,             122,              9,     23775,         434,         43,         33411,              74,            115,     7772,       2003,        37
  260,           379,             122,              5,     24034,         436,         28,         33670,              74,             79,     7806,       2011,        24
  261,           380,             122,              5,     24294,         438,         27,         33930,              74,             80,     7821,       2012,        24
  262,           381,             122,              5,     24555,         440,         29,         34191,              74,             80,     7866,       2025,        23
