   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, selection_cmp, selection_swaps, selection_time, heap_cmp, heap_swaps, heap_time
  46,           622,             577,             14,       340,          96,         10,          1035,              41,             18,      826,        209,         9
  47,           656,             610,             15,       303,          99,          9,          1081,              44,             19,      856,        216,        12
  48,           692,             645,             15,       376,          91,         10,          1128,              43,             18,      891,        225,         9
  49,           720,             672,             17,       322,         103,         10,          1176,              40,             19,      922,        234,         9
  50,           735,             686,             17,       362,         103,         12,          1225,              46,             89,      949,        242,         9
  51,           776,             726,             15,       372,          99,         10,          1275,              44,             13,      973,        246,         6
  52,           789,             738,              9,       371,         108,          7,          1326,              46,             13,     1003,        256,         7
  53,           791,             739,              9,       424,         100,          7,          1378,              47,             13,     1036,        265,         6
  54,           832,             779,             58,       377,         115,          6,          1431,              49,             13,     1077,        275,         6
  55,           863,             809,             10,       388,         118,          6,          1485,              51,             15,     1085,        277,         7
  56,           882,             827,              2,       401,         122,          6,          1540,              53,             67,     1108,        283,         7
  57,           896,             840,              2,       408,         118,          7,          1596,              54,             15,     1105,        280,         7
  58,           906,             849,              3,       414,         119,         12,          1653,              55,             28,     1154,        293,        11
  59,           947,             889,              3,       432,         125,         12,          1711,              57,             30,     1176,        299,        11
  60,           960,             901,              3,       464,         133,          9,          1770,              57,             27,     1198,        305,        17
  61,          1020,             961,              3,       490,         131,         12,          1830,              55,            119,     1225,        313,        11
  62,          1042,             982,              3,       446,         137,         11,          1891,              58,             31,     1226,        310,        13
  63,          1058,             997,              3,       457,         141,         13,          1953,              59,             30,     1224,        309,        11
  64,          1060,             998,              3,       514,         143,         14,          2016,              60,             34,     1264,        320,        12
  65,          1094,            1031,              3,       466,         147,         12,          2080,              59,            119,     1294,        327,        14
  66,          1104,            1040,              3,       494,         141,         13,          2145,              64,             34,     1330,        336,        14
  67,          1130,            1065,              4,       492,         143,         13,          2211,              63,             33,     1372,        349,        12
  68,          1183,            1117,              4,       533,         156,         14,          2278,              65,             86,     1393,        353,        18
  69,          1184,            1117,              4,       601,         158,         15,          2346,              65,             38,     1413,        357,      1622
  70,          1225,            1157,              3,       517,         155,         13,          2415,              63,             22,     1435,        363,        10
  71,          1255,            1186,              2,       530,         158,          9,          2485,              66,             22,     1468,        372,         9
  72,          1305,            1235,              2,       594,         155,         31,          2556,              67,            194,     1489,        375,        14
  73,          1375,            1304,              4,       680,         158,         17,          2628,              68,             37,     1532,        388,        15
  74,          1406,            1334,              4,       576,         158,         41,          2701,              70,             41,     1561,        396,        14
  75,          1471,            1398,              4,       648,         163,         18,          2775,              70,            139,     1598,        408,        17
  76,          1539,            1465,              3,       606,         173,         10,          2850,              69,             25,     1612,        409,         9
  77,          1570,            1495,              3,       615,         178,          9,          2926,              73,             60,     1640,        417,        11
  78,          1608,            1532,              3,       594,         178,          9,          3003,              70,             25,     1689,        430,         9
  79,          1650,            1573,              3,       620,         173,          9,          3081,              77,             26,     1693,        429,         9
  80,          1707,            1629,              3,       711,         174,         10,          3160,              79,             76,     1698,        429,        10
  81,          1762,            1683,              3,       629,         189,          9,          3240,              73,             27,     1746,        443,         9
  82,          1808,            1728,              3,       608,         185,          9,          3321,              78,             28,     1770,        450,         9
  83,          1852,            1771,              3,       668,         192,          9,          3403,              77,             77,     1808,        457,         9
  84,          1929,            1847,              3,       713,         190,         10,          3486,              81,             30,     1842,        465,         9
  85,          1976,            1893,              3,       693,         196,         10,          3570,              83,             83,     1867,        473,         9
  86,          1985,            1901,              3,       712,         194,         10,          3655,              81,             31,     1896,        481,         9
  87,          2065,            1980,              3,       715,         196,         10,          3741,              84,             82,     1930,        490,        10
  88,          2115,            2029,              4,       750,         199,         12,          3828,              83,             32,     1936,        491,        17
  89,          2169,            2082,              4,       715,         201,         12,          3916,              84,            129,     1940,        490,        17
  90,          2223,            2135,              6,       731,         207,         24,          4005,              89,             60,     2017,        513,        17
  91,          2267,            2178,              6,       740,         213,         19,          4095,              86,             67,     2001,        504,        17
  92,          2326,            2236,              6,       746,         209,         18,          4186,              90,             65,     2052,        520,        27
  93,          2333,            2242,              6,       909,         216,         23,          4278,              92,            141,     2070,        524,        18
  94,          2426,            2335,              6,       925,         216,         22,          4371,              91,             70,     2103,        533,        18
  95,          2504,            2412,              7,       817,         218,         47,          4465,              90,            141,     2127,        538,        17
  96,          2518,            2425,              7,       853,         220,         24,          4560,              91,             75,     2171,        553,        19
  97,          2576,            2482,              7,       857,         230,         27,          4656,              92,            140,     2212,        562,        18
  98,          2578,            2483,              7,       935,         223,         27,          4753,              93,             69,     2237,        567,        18
  99,          2633,            2537,              7,       826,         235,         23,          4851,              91,            135,     2280,        579,        26
 100,          2660,            2563,              7,       913,         228,         21,          4950,              95,             75,     2315,        589,        21
 101,          2740,            2642,              7,       911,         233,         21,          5050,              94,            127,     2331,        590,        18
 102,          2808,            2709,              7,       832,         231,         20,          5151,              99,             93,     2359,        599,        16
 103,          2812,            2712,              5,       983,         238,         15,          5253,             100,             78,     2387,        604,        12
 104,          2915,            2815,              5,      1046,         236,         14,          5356,              97,             43,     2420,        615,        11
 105,          2928,            2827,              5,       909,         246,         14,          5460,              99,             71,     2440,        621,        11
 106,          3010,            2908,              5,      1068,         253,         13,          5565,             100,             63,     2467,        626,        11
 107,          3015,            2912,              5,       968,         251,         13,          5671,             104,             85,     2497,        634,        11
 108,          3020,            2916,              5,      1206,         237,         23,          5778,             104,             47,     2535,        646,        12
 109,          3115,            3010,              8,       939,         253,         12,          5886,             102,            114,     2546,        646,        19
 110,          3127,            3021,              8,       974,         263,         10,          5995,             103,            102,     2594,        659,        20
 111,          3217,            3110,              8,      1015,         258,         11,          6105,             108,             30,     2587,        652,        21
 112,          3246,            3138,              9,      1046,         261,         17,          6216,             106,             19,     2662,        678,        24
 113,          3348,            3239,              8,      1066,         260,          8,          6328,             107,             12,     2648,        671,        38
 114,          3409,            3299,              8,       992,         272,          9,          6441,             107,             18,     2713,        691,        21
 115,          3513,            3402,              8,      1103,         259,         10,          6555,             106,             19,     2723,        690,        20
 116,          3566,            3454,              8,      1009,         273,         10,          6670,             108,             19,     2788,        708,        20
 117,          3671,            3558,              8,      1114,         272,         24,          6786,             112,             20,     2778,        702,        21
 118,          3686,            3572,              8,      1155,         275,         11,          6903,             116,             20,     2841,        722,        24
 119,          3738,            3623,              9,      1049,         282,         13,          7021,             115,             20,     2851,        725,        21
 120,          3833,            3717,              9,      1087,         286,          9,          7140,             113,             16,     2899,        733,        34
 121,          3883,            3766,              9,      1086,         280,         10,          7260,             114,             20,     2914,        738,        24
 122,          3908,            3790,              9,      1113,         285,         10,          7381,             116,             19,     2941,        744,        21
 123,          3915,            3796,              9,      1136,         296,         11,          7503,             116,             21,     2966,        750,        21
 124,          4000,            3880,              9,      1113,         291,         11,          7626,             118,             21,     2980,        754,        67
 125,          4078,            3957,              9,      1165,         292,         16,          7750,             121,             17,     3022,        767,        23
 126,          4130,            4008,             10,      1142,         304,         14,          7875,             120,             24,     3031,        768,        37
 127,          4193,            4070,             10,      1111,         306,         11,          8001,             124,             24,     3080,        780,        29
 128,          4307,            4183,             10,      1292,         303,         13,          8128,             121,             24,     3112,        789,        23
 129,          4385,            4260,             11,      1109,         308,         11,          8256,             124,             23,     3087,        778,        26
 130,          4498,            4372,             10,      1199,         321,         11,          8385,             128,             26,     3144,        794,        21
 131,          4617,            4490,             21,      1365,         308,         14,          8515,             126,             23,     3152,        796,        22
 132,          4729,            4601,             10,      1278,         318,         11,          8646,             127,             24,     3172,        799,        22
 133,          4836,            4707,             11,      1195,         320,         12,          8778,             127,             25,     3215,        809,        22
 134,          4861,            4731,              8,      1269,         316,          9,          8911,             129,             16,     3227,        813,        17
 135,          4942,            4811,             16,      1174,         326,          8,          9045,             133,             17,     3280,        825,        14
 136,          5034,            4902,              8,      1260,         343,          8,          9180,             132,             17,     3309,        834,        15
 137,          5153,            5020,              8,      1318,         342,          9,          9316,             134,             16,     3328,        838,        16
 138,          5229,            5095,              8,      1352,         327,          8,          9453,             133,             17,     3339,        841,        15
 139,          5242,            5107,              8,      1409,         330,          8,          9591,             135,             17,     3401,        861,        15
 140,          5270,            5134,              8,      1431,         336,          8,          9730,             134,             17,     3413,        858,        15
 141,          5352,            5215,              8,      1267,         344,          8,          9870,             137,             17,     3439,        867,        24
 142,          5368,            5230,             10,      1524,         338,         95,         10011,             136,             25,     3494,        882,        16
 143,          5493,            5354,              9,      1418,         355,          9,         10153,             138,             18,     3517,        888,        36
 144,          5603,            5463,             13,      1374,         352,         14,         10296,             139,             29,     3535,        891,        28
 145,          5657,            5516,             13,      1343,         359,         14,         10440,             140,             30,     3609,        912,        27
 146,          5758,            5616,             14,      1420,         354,         14,         10585,             140,             32,     3604,        910,        27
 147,          5882,            5739,             13,      1607,         345,         13,         10731,             143,             31,     3682,        931,        27
 148,          5954,            5810,             13,      1379,         368,         17,         10878,             142,             30,     3690,        932,        30
 149,          6050,            5905,             13,      1399,         375,         14,         11026,             145,             33,     3701,        933,        28
 150,          6188,            6042,             14,      1536,         350,         14,         11175,             146,             32,     3738,        942,        29
 151,          6262,            6115,             14,      1446,         370,         15,         11325,             141,             33,     3810,        963,        30
 152,          6283,            6135,             14,      1541,         374,         14,         11476,             145,             31,     3829,        967,        27
 153,          6405,            6256,             14,      1519,         378,         16,         11628,             148,             42,     3851,        972,        27
 154,          6414,            6264,             15,      1617,         378,         15,         11781,             148,             33,     3892,        984,        26
 155,          6494,            6343,             14,      1403,         380,         14,         11935,             147,             43,     3943,        997,        31
 156,          6619,            6467,             14,      1519,         382,         14,         12090,             151,             23,     3939,        993,        41
 157,          6657,            6504,             15,      1529,         386,         13,         12246,             154,             21,     3990,       1010,        18
 158,          6661,            6507,             10,      1970,         377,         13,         12403,             155,             51,     4003,       1011,        48
 159,          6779,            6624,             14,      1600,         385,         14,         12561,             156,             31,     4026,       1016,        34
 160,          6813,            6657,             10,      1518,         408,         10,         12720,             153,             22,     4070,       1027,        18
 161,          6903,            6746,             10,      1469,         402,         10,         12880,             152,             22,     4082,       1034,        18
 162,          7023,            6865,             10,      1560,         390,         10,         13041,             157,             22,     4108,       1039,        20
 163,          7090,            6931,             10,      1527,         400,          9,         13203,             155,             22,     4191,       1063,        18
 164,          7132,            6972,             11,      1591,         401,         10,         13366,             156,             22,     4187,       1058,        20
 165,          7146,            6985,             10,      1886,         402,         10,         13530,             161,             22,     4216,       1065,        44
 166,          7155,            6993,             11,      1797,         397,         10,         13695,             161,             23,     4250,       1071,        18
 167,          7247,            7084,             11,      1581,         409,         11,         13861,             166,             23,     4273,       1080,        18
 168,          7351,            7187,             11,      1564,         416,          9,         14028,             163,             24,     4311,       1091,        19
 169,          7474,            7309,             11,      1690,         422,         10,         14196,             165,             24,     4332,       1097,        18
 170,          7598,            7432,             11,      1795,         407,         10,         14365,             166,             24,     4390,       1114,        20
 171,          7712,            7545,             11,      1731,         421,         12,         14535,             165,             24,     4411,       1117,        19
 172,          7883,            7716,             15,      1811,         437,         15,         14706,             168,             25,     4439,       1124,        19
 173,          7991,            7823,             12,      1693,         425,         10,         14878,             159,             25,     4447,       1123,        20
 174,          8012,            7843,             12,      1792,         421,         10,         15051,             165,             25,     4486,       1135,       102
 175,          8098,            7928,             17,      1806,         428,         16,         15225,             172,             26,     4529,       1144,        20
 176,          8255,            8084,             13,      1768,         443,         13,         15400,             172,             47,     4549,       1150,        43
 177,          8346,            8174,             18,      1772,         432,         18,         15576,             172,             36,     4609,       1168,        41
 178,          8435,            8262,             15,      1959,         450,         12,         15753,             176,            173,     4623,       1168,        34
 179,          8608,            8434,             16,      1949,         451,         14,         15931,             170,             33,     4635,       1170,        80
 180,          8681,            8506,             17,      1858,         449,         20,         16110,             170,             34,     4672,       1180,        34
 181,          8809,            8633,             24,      1828,         437,         17,         16290,             177,             42,     4704,       1189,        34
 182,          8954,            8777,             20,      1785,         458,         18,         16471,             175,             47,     4730,       1197,        51
 183,          9100,            8922,             21,      1792,         446,         18,         16653,             178,             49,     4752,       1200,        36
 184,          9137,            8958,             21,      1969,         459,         19,         16836,             176,             50,     4813,       1216,        37
 185,          9168,            8988,             21,      1875,         472,         22,         17020,             178,             55,     4816,       1216,        28
 186,          9297,            9116,             16,      1917,         464,         14,         17205,             178,             31,     4858,       1230,        24
 187,          9474,            9292,             15,      2035,         460,         13,         17391,             182,             32,     4897,       1234,        23
 188,          9607,            9424,             15,      1842,         470,         12,         17578,             184,             37,     4955,       1254,        32
 189,          9735,            9551,             16,      1900,         471,         15,         17766,             185,             34,     5017,       1271,        34
 190,          9785,            9600,             16,      1921,         471,         13,         17955,             184,             33,     5010,       1266,        24
 191,          9815,            9629,             15,      2001,         476,         12,         18145,             185,             32,     5053,       1277,        23
 192,          9870,            9683,             21,      1914,         495,         19,         18336,             185,             33,     5087,       1283,        64
 193,          9912,            9724,             16,      1995,         492,         16,         18528,             190,             33,     5143,       1302,        29
 194,         10071,            9882,             16,      1936,         493,         13,         18721,             184,             33,     5180,       1312,        24
 195,         10107,            9917,             21,      2024,         487,         14,         18915,             187,             33,     5191,       1317,        33
 196,         10211,           10020,             16,      1950,         490,         14,         19110,             188,             87,     5211,       1316,        45
 197,         10272,           10080,             17,      2000,         503,         17,         19306,             192,             35,     5213,       1312,        23
 198,         10343,           10150,             25,      2060,         493,         39,         19503,             192,             35,     5268,       1332,        19
 199,         10391,           10197,             23,      2093,         489,         19,         19701,             193,             66,     5296,       1339,        27
 200,         10395,           10200,             23,      2295,         496,         20,         19900,             194,             54,     5336,       1350,        27
 201,         10537,           10341,             23,      2029,         496,         22,         20100,             195,             54,     5377,       1361,        27
 202,         10646,           10449,             24,      2071,         516,         20,         20301,             195,             72,     5427,       1373,        27
 203,         10678,           10480,             24,      2126,         506,         20,         20503,             196,             56,     5436,       1372,        28
 204,         10790,           10591,             18,      2140,         516,         15,         20706,             201,             37,     5478,       1387,        18
 205,         10952,           10752,             17,      2123,         523,         15,         20910,             200,             37,     5502,       1392,        18
 206,         10983,           10782,             17,      2084,         533,         14,         21115,             200,             46,     5502,       1388,        20
 207,         11012,           10810,             18,      2279,         522,         16,         21321,             202,             38,     5537,       1400,        19
 208,         11160,           10957,             18,      2166,         519,         15,         21528,             205,             38,     5598,       1415,        19
 209,         11343,           11139,             18,      2198,         530,         14,         21736,             205,             45,     5647,       1429,        19
 210,         11491,           11286,             18,      2270,         529,         14,         21945,             206,             43,     5670,       1432,        19
 211,         11622,           11416,             18,      2178,         548,         14,         22155,             204,             52,     5714,       1444,        19
 212,         11806,           11599,             18,      2259,         533,         15,         22366,             207,             38,     5731,       1445,        19
 213,         11968,           11760,             18,      2307,         542,         14,         22578,             206,             38,     5779,       1460,        18
 214,         12040,           11831,             18,      2504,         554,         15,         22791,             209,             38,     5815,       1471,        19
 215,         12067,           11857,             18,      2413,         538,         14,         23005,             209,             38,     5805,       1461,        23
 216,         12070,           11859,             26,      2484,         555,         20,         23220,             211,             40,     5858,       1475,        19
 217,         12083,           11871,             18,      2375,         553,         15,         23436,             213,             39,     5916,       1493,        19
 218,         12118,           11905,             18,      2256,         557,         14,         23653,             213,             39,     5921,       1493,        19
 219,         12152,           11938,             18,      2376,         568,         15,         23871,             214,             40,     5931,       1494,        19
 220,         12197,           11982,             18,      2496,         573,         14,         24090,             216,             40,     6012,       1520,        20
 221,         12396,           12180,             19,      3013,         543,         15,         24310,             214,             40,     6021,       1520,        19
 222,         12468,           12251,             18,      2438,         555,         13,         24531,             215,             39,     6064,       1533,        19
 223,         12591,           12373,             18,      2522,         574,         14,         24753,             213,             39,     6091,       1535,        19
 224,         12633,           12414,             18,      2537,         565,         14,         24976,             214,             39,     6157,       1558,        19
 225,         12673,           12453,             18,      2504,         571,         14,         25200,             215,             40,     6166,       1559,        19
 226,         12779,           12558,             19,      2412,         568,         15,         25425,             216,             44,     6228,       1572,        19
 227,         12926,           12704,             19,      2460,         584,         14,         25651,             220,             41,     6259,       1584,        20
 228,         12972,           12749,             19,      2493,         583,         15,         25878,             221,             41,     6275,       1587,        20
 229,         13096,           12872,             19,      2503,         600,         14,         26106,             222,             42,     6297,       1590,        20
 230,         13127,           12902,             19,      2787,         578,         16,         26335,             224,             49,     6378,       1614,        31
 231,         13205,           12979,             24,      2507,         592,         15,         26565,             223,             51,     6380,       1611,        32
 232,         13341,           13114,             28,      2566,         603,         22,         26796,             226,             72,     6426,       1626,        31
 233,         13456,           13228,             28,      2561,         606,         21,         27028,             228,             45,     6431,       1624,        24
 234,         13580,           13351,             21,      2494,         603,         16,         27261,             227,             71,     6498,       1645,        34
 235,         13739,           13509,             29,      2439,         613,         24,         27495,             231,             77,     6524,       1653,        34
 236,         13928,           13697,             83,      2712,         591,         27,         27730,             231,             80,     6557,       1653,        33
 237,         14014,           13782,             29,      2522,         616,         24,         27966,             230,             88,     6590,       1666,        33
 238,         14030,           13797,             29,      2558,         618,         23,         28203,             231,             80,     6604,       1671,        34
 239,         14197,           13963,             33,      2643,         622,         26,         28441,             235,             80,     6648,       1683,        33
 240,         14198,           13963,             32,      2882,         624,         23,         28680,             235,             67,     6694,       1695,        31
 241,         14363,           14127,             32,      2689,         618,         21,         28920,             237,             87,     6717,       1697,        45
 242,         14379,           14142,             29,      2771,         613,         24,         29161,             238,             71,     6734,       1702,        43
 243,         14610,           14372,             30,      2924,         630,         25,         29403,             238,             79,     6720,       1694,        51
 244,         14710,           14471,             34,      2651,         651,         34,         29646,             239,             79,     6766,       1707,       120
 245,         14947,           14707,             24,      2725,         640,         17,         29890,             241,             49,     6819,       1723,        30
 246,         15105,           14864,             23,      2744,         637,         19,         30135,             238,             50,     6877,       1740,        23
 247,         15307,           15065,             27,      2781,         637,         43,         30381,             243,             49,     6883,       1735,        23
 248,         15412,           15169,             23,      2803,         646,         20,         30628,             243,             49,     6936,       1755,        23
 249,         15477,           15233,             23,      2814,         641,         24,         30876,             245,             50,     6956,       1755,        23
 250,         15490,           15245,             32,      2803,         652,         28,         31125,             247,             77,     6957,       1753,        35
 251,         15503,           15257,             32,      3075,         640,         27,         31375,             245,             78,     7032,       1775,        34
 252,         15621,           15374,             24,      2599,         680,         23,         31626,             248,             65,     7068,       1786,        39
 253,         15769,           15521,             32,      2748,         661,         27,         31878,             247,             74,     7062,       1779,        47
 254,         15802,           15553,             31,      2891,         648,         29,         32131,             249,             52,     7122,       1795,        24
 255,         15933,           15683,             24,      2783,         661,         20,         32385,             251,             58,     7161,       1809,        26
 256,         16183,           15932,             24,      2911,         668,         21,         32640,             254,             52,     7177,       1810,        24
 257,         16408,           16156,             25,      2900,         665,         20,         32896,             252,             53,     7206,       1818,        23
 258,         16665,           16412,             25,      2953,         671,         30,         33153,             248,             67,     7238,       1828,        38
 259,         16796,           16542,             25,      3134,         667,         21,         33411,             252,             53,     7275,       1838,        24
 260,         16854,           16599,             25,      2936,         677,         20,         33670,             253,             53,     7316,       1849,        24
 261,         17113,           16857,             25,      2963,         669,         20,         33930,             257,             64,     7336,       1849,        32
 262,         17342,           17085,             37,      3164,         645,         27,         34191,             257,             96,     7391,       1867,        36
 263,         17597,           17339,             38,      2943,         674,         26,         34453,             257,             55,     7393,       1867,        25
 264,         17803,           17544,             27,      2999,         681,         20,         34716,             256,             56,     7448,       1880,        25
 265,         17876,           17616,             27,      3280,         666,         21,         34980,             256,             55,     7500,       1896,        24
 266,         17925,           17664,             38,      3113,         689,         38,         35245,             260,            183,     7548,       1910,        40
 267,         18047,           17785,             36,      2963,         696,         28,         35511,             257,             83,     7553,       1911,        35
 268,         18259,           17996,             38,      2957,         694,         28,         35778,             264,             95,     7578,       1918,        34
 269,         18350,           18086,             38,      2872,         708,         29,         36046,             264,             58,     7631,       1926,        25
 270,         18510,           18245,             28,      2942,         710,         22,         36315,             265,             59,     7655,       1937,        26
 271,         18687,           18421,             28,      3082,         702,         21,         36585,             267,             59,     7648,       1931,        25
 272,         18949,           18682,             30,      3255,         707,         22,         36856,             264,             59,     7709,       1946,        25
 273,         18988,           18720,             28,      3268,         704,         21,         37128,             268,             59,     7730,       1950,        25
 274,         19048,           18779,             28,      3070,         705,         21,         37401,             267,             59,     7835,       1985,        26
 275,         19146,           18876,             28,      2925,         717,         21,         37675,             266,             60,     7827,       1978,        26
 276,         19338,           19067,             29,      3015,         727,         28,         37950,             271,             60,     7852,       1983,        26
 277,         19443,           19171,             29,      3091,         745,         22,         38226,             271,             73,     7878,       1989,        25
 278,         19464,           19191,             28,      3166,         705,         21,         38503,             273,             59,     7957,       2015,        25
 279,         19523,           19249,             28,      3128,         746,         21,         38781,             271,             59,     7959,       2009,        25
 280,         19673,           19398,             28,      3038,         734,         21,         39060,             274,             60,     8006,       2024,        34
 281,         19787,           19511,             35,      3134,         762,         29,         39340,             275,             89,     8003,       2021,        25
 282,         20023,           19746,             28,      3340,         748,         20,         39621,             276,             59,     8049,       2034,        25
 283,         20118,           19840,             28,      3135,         747,         21,         39903,             276,             59,     8047,       2030,        25
 284,         20314,           20035,             28,      3313,         745,         21,         40186,             277,             68,     8146,       2061,        28
 285,         20320,           20040,             42,      3553,         738,         32,         40470,             278,             92,     8184,       2070,        39
 286,         20573,           20292,             42,      3281,         743,         29,         40755,             278,             93,     8194,       2070,        73
 287,         20582,           20300,             48,      3569,         727,         32,         41041,             284,            420,     8194,       2070,        37
 288,         20603,           20320,             43,      3352,         744,         31,         41328,             282,             95,     8298,       2100,        33
 289,         20724,           20440,             40,      3210,         772,         33,         41616,             284,             76,     8343,       2114,        39
 290,         20929,           20644,             33,      3511,         764,         26,         41905,             282,             70,     8353,       2110,        29
 291,         21152,           20866,             33,      3619,         762,         25,         42195,             286,             71,     8368,       2114,        29
 292,         21410,           21123,             34,      3289,         774,         25,         42486,             287,            100,     8449,       2141,        46
 293,         21682,           21394,             34,      3342,         785,         26,         42778,             286,             71,     8472,       2140,        30
 294,         21843,           21554,             34,      3169,         783,         25,         43071,             290,             72,     8477,       2140,        30
 295,         21889,           21599,             35,      3480,         778,         24,         43365,             291,             72,     8520,       2153,        33
 296,         22050,           21759,             44,      3300,         808,         26,         43660,             287,             73,     8577,       2173,        30
 297,         22113,           21821,             34,      3379,         785,         25,         43956,             287,             70,     8573,       2167,        29
 298,         22281,           21988,             34,      3347,         798,         24,         44253,             294,             79,     8629,       2182,        29
 299,         22519,           22225,             34,      3284,         807,         25,         44551,             291,             72,     8683,       2199,        39
 300,         22660,           22365,             34,      3279,         810,         25,         44850,             299,             73,     8723,       2207,        29
 301,         22837,           22541,             35,      3464,         820,         28,         45150,             297,             73,     8771,       2221,        30
 302,         23000,           22703,             35,      3413,         803,         24,         45451,             297,             74,     8800,       2229,        30
 303,         23234,           22936,             35,      3427,         817,         24,         45753,             298,             74,     8839,       2236,        38
 304,         23500,           23201,             48,      3446,         805,         26,         46056,             295,             75,     8887,       2249,        30
 305,         23716,           23416,             36,      3414,         804,         25,         46360,             300,             93,     8872,       2242,        40
 306,         23835,           23534,             39,      3488,         829,         27,         46665,             302,             75,     8978,       2272,        30
 307,         23868,           23566,             38,      3659,         803,         26,         46971,             304,             75,     8987,       2272,        30
 308,         23956,           23653,             36,      3509,         828,         25,         47278,             299,             76,     9032,       2283,        30
 309,         24159,           23855,             36,      3610,         819,         26,         47586,             303,             76,     9034,       2277,        37
 310,         24283,           23978,             37,      3584,         839,         26,         47895,             308,             77,     9070,       2292,        30
 311,         24463,           24157,             37,      3458,         830,         26,         48205,             305,             77,     9126,       2311,        30
 312,         24640,           24333,             37,      3465,         830,         26,         48516,             307,             78,     9158,       2317,        31
 313,         24713,           24405,             38,      3681,         837,         26,         48828,             311,             78,     9187,       2325,        31
 314,         24913,           24604,             38,      3559,         847,         25,         49141,             310,             78,     9273,       2346,        31
 315,         25215,           24905,             38,      3611,         857,         27,         49455,             307,             78,     9297,       2351,        31
 316,         25412,           25101,             49,      3405,         858,         36,         49770,             309,             80,     9301,       2351,        87
 317,         25450,           25138,             50,      3883,         840,         34,         50086,             310,            107,     9370,       2372,        42
