  n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, selection_cmp, selection_swaps, selection_time, heap_cmp, heap_swaps, heap_time
 46,            66,              21,              5,       773,          80,         14,          1035,              11,             57,      908,        236,        18
 47,            67,              21,              6,       819,          82,         16,          1081,              11,             83,      936,        244,        20
 48,            68,              21,              7,       866,          84,         10,          1128,              11,             41,      961,        250,        12
 49,            69,              21,              6,       914,          86,         16,          1176,              11,             67,      983,        255,        23
 50,            71,              22,              6,       916,          86,         20,          1225,              12,             70,     1010,        262,        19
 51,            72,              22,             15,       966,          88,         11,          1275,              12,             59,     1040,        271,        12
 52,            73,              22,              5,      1017,          90,         10,          1326,              12,             44,     1064,        277,        13
 53,            75,              23,              6,      1019,          90,         21,          1378,              13,             73,     1092,        284,        22
 54,            77,              24,              6,      1073,          93,         20,          1431,              14,             85,     1119,        291,        20
 55,            78,              24,              6,      1127,          95,         20,          1485,              14,             82,     1145,        299,        23
 56,            80,              25,              6,      1129,          95,         21,          1540,              15,             87,     1162,        301,        32
 57,            81,              25,              7,      1185,          97,         21,          1596,              15,             87,     1188,        309,        24
 58,            82,              25,              6,      1242,          99,         25,          1653,              15,            108,     1223,        320,        22
 59,            83,              25,              8,      1300,         101,         28,          1711,              15,             91,     1245,        325,        26
 60,            85,              26,             13,      1302,         101,         24,          1770,              16,             90,     1271,        332,        23
 61,            86,              26,              6,      1362,         103,         23,          1830,              16,            112,     1298,        339,        28
 62,            87,              26,              7,      1423,         105,         25,          1891,              16,            106,     1323,        346,        27
 63,            88,              26,              7,      1485,         107,         25,          1953,              16,            156,     1348,        352,        27
 64,            89,              26,              7,      1548,         109,         29,          2016,              16,            109,     1366,        355,        29
 65,            90,              26,              7,      1612,         111,         15,          2080,              16,             68,     1386,        359,        15
 66,            91,              26,              4,      1677,         113,         14,          2145,              16,             68,     1429,        372,        15
 67,            92,              26,              4,      1743,         115,         15,          2211,              16,            205,     1465,        381,        18
 68,            94,              27,              5,      1745,         115,         17,          2278,              17,            101,     1499,        391,        26
 69,            97,              29,              7,      1747,         117,        195,          2346,              17,            141,     1530,        399,      2414
 70,           100,              31,             10,      1817,         120,         28,          2415,              19,            133,     1559,        406,        22
 71,           101,              31,              8,      1887,         122,         37,          2485,              19,            130,     1573,        408,        14
 72,           102,              31,              8,      1958,         124,         29,          2556,              19,            139,     1602,        416,        14
 73,           104,              32,              7,      1960,         124,        254,          2628,              20,            383,     1632,        423,        14
 74,           106,              33,              6,      2034,         127,         18,          2701,              21,             92,     1665,        432,        24
 75,           107,              33,             11,      2108,         129,         33,          2775,              21,            119,     1686,        436,        19
 76,           108,              33,              8,      2183,         131,         31,          2850,              21,            180,     1726,        448,        14
 77,           109,              33,              8,      2259,         133,         34,          2926,              21,            152,     1749,        454,        37
 78,           111,              34,              8,      2261,         133,         36,          3003,              22,            117,     1785,        463,        23
 79,           112,              34,              5,      2339,         135,         18,          3081,              22,            151,     1810,        469,         9
 80,           113,              34,              6,      2418,         137,          5,          3160,              22,            255,     1845,        477,        10
 81,           114,              34,              5,      2498,         139,          7,          3240,              22,            104,     1868,        483,         9
 82,           115,              34,              5,      2579,         141,          4,          3321,              22,            106,     1906,        495,         9
 83,           116,              34,              5,      2661,         143,          9,          3403,              22,            111,     1929,        499,         9
 84,           117,              34,              7,      2744,         145,          5,          3486,              22,            112,     1966,        511,         9
 85,           118,              34,              6,      2828,         147,          4,          3570,              22,            115,     1994,        517,         9
 86,           119,              34,              5,      2913,         149,          4,          3655,              22,            173,     2027,        526,        18
 87,           120,              34,              5,      2999,         151,          4,          3741,              22,            182,     2053,        530,        17
 88,           121,              34,             15,      3086,         153,         86,          3828,              22,            224,     2084,        540,        20
 89,           122,              34,             11,      3174,         155,          9,          3916,              22,            218,     2113,        548,        16
 90,           124,              35,             15,      3176,         155,          9,          4005,              23,            224,     2147,        557,        19
 91,           125,              35,              9,      3266,         157,          9,          4095,              23,            232,     2178,        563,        17
 92,           126,              35,              9,      3357,         159,          9,          4186,              23,            232,     2201,        567,        16
 93,           128,              36,             11,      3359,         159,         10,          4278,              24,            240,     2239,        578,        18
 94,           129,              36,             10,      3452,         161,         10,          4371,              24,            258,     2272,        588,        46
 95,           130,              36,             19,      3546,         163,         10,          4465,              24,            175,     2299,        594,        12
 96,           131,              36,              6,      3641,         165,          6,          4560,              24,            115,     2338,        605,        12
 97,           132,              36,             13,      3737,         167,          6,          4656,              24,             83,     2365,        611,        11
 98,           134,              37,             14,      3739,         167,          6,          4753,              25,             67,     2397,        620,        11
 99,           136,              38,             10,      3838,         170,         10,          4851,              26,            179,     2426,        627,        18
100,           137,              38,             12,      3937,         172,         10,          4950,              26,            100,     2462,        637,        19
